id,description
8857,"I'm looking for battle hardened adventurers willing and able to get a fresh husk sample from the fallen Colossus of Ashi to Oglethorpe in Booty Bay. No, no, I wouldn't want you to go anywhere near that thing's corpse. Just take one of my samples and make it snappy. These things are no good to him rotten!"
8858,"There ain't nothin' I'd like more than to stuff this bug husk down Oilfist's fat face... Cept, I'm stuck here collectin' samples from that overgrown cockroach. I'll be here 'till the wee mornin' hours given the size o' that thing.Take this here sample to Oilfist fer me and do it fast, <class>. He's payin' BIG!Yar, Thorium Point - it be in the Searin' Gorge."
8859,"My servants were nearly killed in their efforts to recover this sample. You absolutely must hurry! Lord Maxwell Tyrosus eagerly awaits a fresh husk sample. He believes that the secrets of this Colossus could help us in the war against the Scourge!Why are you still here!? To Light's Hope! Yes, you will be rewarded handsomely for your efforts..."
8860,"Stormwind is holding a celebration for the new year!  All day long today you can get free booze, and at night they'll put on a firework show!  It should be pretty nice... but Booty Bay is also having a party today; I bet it'll be even better!Well anyway, Innkeeper Allison in Stormwind needs a supply of Smoky Wood Pasture fare to help feed all the party goers.  Can you do me a favor and deliver it!Thanks, <name>!  Innkeeper Allison is in the Gilded Rose, in the Trade District of Stormwind."
8861,"Thunder Bluff is holding a celebration for the new year!  All day you'll find free booze there, and at night they'll put on a firework show!It should be pretty nice... but Booty Bay is also having a party today; I bet it'll be even better!Well anyway, Innkeeper Pala in Thunder Bluff needs a supply of Smoky Wood Pasture fare to help feed all the party goers.  Can you do me a favor and deliver it!Thanks, <name>!  Innkeeper Pala is in the inn near the bridge to Hunter's Rise."
8867,"Every year the druids of Moonglade hold a celebration of our city's great triumph over an ancient evil.We celebrate the wisdom of our elders, share in magnificent feasts and of course... shoot fireworks!For a small donation you can purchase colorful rockets from our vendor.  Try using some of the launchers around here, <name>."
8868,"The beast Omen was once a hero of this world.  A wolf of great strength and fortune, Omen fought beside the heroes of the War of the Ancients until he succumbed to demonic magics.  Turning against his allies, he raged across Azeroth and carried death and terror in his wake.Finally defeated here, in Moonglade, Omen now sleeps among the silt of Lake Elune'ara.  But each new year, during the festival, he stirs...Gather cohorts, <name>, and summon and defeat the beast Omen.  Earn the blessing of Elune!"
8870,"It's that time of the year, <name>!  The Cenarion Circle invites all denizens of Azeroth to partake in our celebration of the Lunar Festival.  You will find the Lunar Festival Harbinger in this very city at a location marked by a blessed circle of moonlight.  She can tell you more about the holiday."
8871,"It's that time of the year, <name>!  The Cenarion Circle invites all denizens of Azeroth to partake in our celebration of the Lunar Festival.  You will find the Lunar Festival Harbinger in this very city at a location marked by a blessed circle of moonlight.  She can tell you more about the holiday."
8872,"It's that time of the year, <name>!  The Cenarion Circle invites all denizens of Azeroth to partake in our celebration of the Lunar Festival.  You will find the Lunar Festival Harbinger in this very city at a location marked by a blessed circle of moonlight.  She can tell you more about the holiday."
8873,"It's that time of the year, <name>!  The Cenarion Circle invites all denizens of Azeroth to partake in our celebration of the Lunar Festival.  You will find the Lunar Festival Harbinger in this very city at a location marked by a blessed circle of moonlight.  She can tell you more about the holiday."
8874,"It's that time of the year, <name>!  The Cenarion Circle invites all denizens of Azeroth to partake in our celebration of the Lunar Festival.  You will find the Lunar Festival Harbinger in this very city at a location marked by a blessed circle of moonlight.  She can tell you more about the holiday."
8875,"It's that time of the year, <name>!  The Cenarion Circle invites all denizens of Azeroth to partake in our celebration of the Lunar Festival.  You will find the Lunar Festival Harbinger in this very city at a location marked by a blessed circle of moonlight.  She can tell you more about the holiday."
8883,"Now that you have your Lunar Festival invitation, you may travel to Moonglade!  There you will find many revelers, and in the village of Nighthaven Valadar Starsong and his sister Fariel await those eager to participate in the celebration.Travel to Moonglade through the greater moonlight and speak with Valadar Starsong; see what prizes you might gain during the festival!"
